Datetime,i,v,freq,reactive_power,active_power,apparent_power,labels
2011-01-01 02:00:00,0.019999999552965164,215.86000061035156,49.9900016784668,-4.308000087738037,0.22100000083446503,0.0,4.0
2011-01-01 03:00:00,0.019999999552965164,215.83999633789062,50.0,-4.376999855041504,0.1899999976158142,4.0,4.0
2011-01-01 04:00:00,0.019999999552965164,215.8300018310547,49.9900016784668,-4.290999889373779,0.20600000023841858,4.0,4.0
2011-01-01 05:00:00,0.019999999552965164,214.42999267578125,49.9900016784668,-4.2829999923706055,0.13899999856948853,4.0,4.0
2011-01-01 06:00:00,0.019999999552965164,215.58999633789062,50.0,-4.335999965667725,0.23899999260902405,4.0,4.0
2011-01-01 07:00:00,0.019999999552965164,215.35000610351562,49.9900016784668,-4.247000217437744,0.1979999989271164,4.0,4.0
2011-01-01 08:00:00,0.01899999938905239,200.9499969482422,50.15999984741211,-3.8989999294281006,0.14000000059604645,4.0,4.0
2011-01-01 09:00:00,0.019999999552965164,201.22000122070312,50.15999984741211,-4.000999927520752,0.17100000381469727,4.0,4.0
2011-01-01 10:00:00,0.019999999552965164,201.0500030517578,50.119998931884766,-3.9769999980926514,0.25999999046325684,4.0,4.0
2011-01-01 11:00:00,0.01899999938905239,200.72999572753906,50.15999984741211,-3.9089999198913574,0.1979999989271164,4.0,4.0
2011-01-01 12:00:00,0.020999999716877937,204.52000427246094,50.16999816894531,-4.2829999923706055,0.3140000104904175,4.0,4.0
2011-01-01 13:00:00,0.019999999552965164,208.58999633789062,50.15999984741211,-4.248000144958496,0.1589999943971634,4.0,4.0
2011-01-01 14:00:00,0.019999999552965164,204.47999572753906,50.16999816894531,-4.051000118255615,0.13199999928474426,4.0,4.0
2011-01-01 15:00:00,0.019999999552965164,204.7100067138672,50.15999984741211,-4.065999984741211,0.2619999945163727,4.0,4.0
2011-01-01 16:00:00,0.019999999552965164,204.6199951171875,50.150001525878906,-4.019000053405762,0.18400000035762787,4.0,4.0
2011-01-01 17:00:00,0.019999999552965164,204.75,50.150001525878906,-4.085999965667725,0.20900000631809235,4.0,4.0
2011-01-01 18:00:00,0.019999999552965164,204.6300048828125,50.16999816894531,-3.999000072479248,0.23600000143051147,4.0,4.0
2011-01-01 19:00:00,0.019999999552965164,204.6699981689453,50.15999984741211,-4.052999973297119,0.16699999570846558,4.0,4.0
2011-01-01 20:00:00,0.019999999552965164,204.75,50.15999984741211,-4.034999847412109,0.24400000274181366,4.0,4.0
2011-01-01 21:00:00,0.019999999552965164,204.72000122070312,50.16999816894531,-4.080999851226807,0.11800000071525574,4.0,4.0
2011-01-01 22:00:00,0.019999999552965164,204.36000061035156,50.16999816894531,-4.185999870300293,0.1940000057220459,4.0,4.0
2011-01-01 23:00:00,0.019999999552965164,204.63999938964844,50.15999984741211,-4.151000022888184,0.22699999809265137,4.0,4.0
2011-01-02 00:00:00,0.020999999716877937,204.63999938964844,50.15999984741211,-4.193999767303467,0.18000000715255737,4.0,4.0
2011-01-02 01:00:00,0.019999999552965164,208.1199951171875,50.150001525878906,-4.120999813079834,0.19699999690055847,4.0,4.0
2011-01-02 02:00:00,0.019999999552965164,208.17999267578125,50.150001525878906,-4.210999965667725,0.35899999737739563,4.0,4.0
2011-01-02 03:00:00,0.019999999552965164,208.1300048828125,50.150001525878906,-4.204999923706055,0.16500000655651093,4.0,4.0
2011-01-02 04:00:00,0.020999999716877937,208.1999969482422,50.15999984741211,-4.301000118255615,0.2370000034570694,4.0,4.0
2011-01-02 05:00:00,0.019999999552965164,208.1699981689453,50.150001525878906,-4.105999946594238,0.17499999701976776,4.0,4.0
2011-01-02 06:00:00,0.019999999552965164,208.17999267578125,50.130001068115234,-4.119999885559082,0.23600000143051147,4.0,4.0
2011-01-02 07:00:00,0.019999999552965164,208.02000427246094,50.130001068115234,-4.118000030517578,0.20600000023841858,4.0,4.0
2011-01-02 08:00:00,0.019999999552965164,208.1999969482422,50.119998931884766,-4.168000221252441,0.27000001072883606,4.0,4.0
2011-01-02 09:00:00,0.020999999716877937,208.10000610351562,50.13999938964844,-4.26800012588501,0.2150000035762787,4.0,4.0
2011-01-02 10:00:00,0.020999999716877937,208.1699981689453,50.150001525878906,-4.377999782562256,0.27399998903274536,4.0,4.0
2011-01-02 11:00:00,0.019999999552965164,207.7100067138672,50.13999938964844,-4.1620001792907715,0.20000000298023224,4.0,4.0
2011-01-02 12:00:00,0.020999999716877937,207.9499969482422,50.15999984741211,-4.26200008392334,0.25699999928474426,4.0,4.0
2011-01-02 13:00:00,0.019999999552965164,207.91000366210938,50.13999938964844,-4.181000232696533,0.23899999260902405,4.0,4.0
2011-01-02 14:00:00,0.020999999716877937,207.92999267578125,50.130001068115234,-4.267000198364258,0.15800000727176666,4.0,4.0
2011-01-02 15:00:00,0.019999999552965164,207.77999877929688,50.130001068115234,-4.117000102996826,0.10300000011920929,4.0,4.0
