Datetime,i,v,freq,reactive_power,active_power,apparent_power,labels
2011-01-01 02:00:00,0.3409999907016754,235.00999450683594,50.209999084472656,-28.89900016784668,74.64199829101562,0.0,80.69070434570312
2011-01-01 03:00:00,0.33899998664855957,235.30999755859375,50.209999084472656,-28.76300048828125,74.38600158691406,80.0,80.69070434570312
2011-01-01 04:00:00,0.3409999907016754,234.97000122070312,50.209999084472656,-28.878000259399414,74.66699981689453,80.0,80.69070434570312
2011-01-01 05:00:00,0.3409999907016754,235.19000244140625,50.220001220703125,-28.893999099731445,74.86199951171875,80.0,80.69070434570312
2011-01-01 06:00:00,0.33899998664855957,235.66000366210938,50.209999084472656,-28.665000915527344,74.4990005493164,80.0,80.69070434570312
2011-01-01 07:00:00,0.328000009059906,238.9199981689453,50.34000015258789,-26.913999557495117,73.68000030517578,80.0,78.36614990234375
2011-01-01 08:00:00,0.3269999921321869,239.0399932861328,50.34000015258789,-27.01799964904785,73.38600158691406,78.0,78.36614990234375
2011-01-01 09:00:00,0.3269999921321869,239.27000427246094,50.33000183105469,-27.11199951171875,73.45099639892578,78.0,78.36614990234375
2011-01-01 10:00:00,0.3269999921321869,239.39999389648438,50.31999969482422,-27.18600082397461,73.48999786376953,78.0,78.36614990234375
2011-01-01 11:00:00,0.32899999618530273,239.0800018310547,50.33000183105469,-27.326000213623047,73.81700134277344,78.0,78.36614990234375
2011-01-01 12:00:00,0.24300000071525574,239.0399932861328,50.34000015258789,-25.763999938964844,52.191001892089844,79.0,57.66666793823242
2011-01-01 13:00:00,0.24400000274181366,239.13999938964844,50.33000183105469,-25.659000396728516,52.41299819946289,58.0,57.66666793823242
2011-01-01 14:00:00,0.28600001335144043,239.05999755859375,50.33000183105469,-28.73900032043457,61.941001892089844,58.0,67.25
2011-01-01 15:00:00,0.3440000116825104,239.05999755859375,50.33000183105469,-28.43400001525879,77.04499816894531,68.0,80.69070434570312
2011-01-01 16:00:00,0.3440000116825104,238.99000549316406,50.33000183105469,-28.50200080871582,77.22699737548828,82.0,80.69070434570312
2011-01-01 17:00:00,0.3440000116825104,239.36000061035156,50.34000015258789,-28.53700065612793,77.29499816894531,82.0,80.69070434570312
2011-01-01 18:00:00,0.3449999988079071,239.3699951171875,50.31999969482422,-28.415000915527344,77.45999908447266,82.0,80.69070434570312
2011-01-01 19:00:00,0.3449999988079071,239.66000366210938,50.34000015258789,-28.572999954223633,77.48400115966797,83.0,80.69070434570312
2011-01-01 20:00:00,0.3440000116825104,239.2899932861328,50.33000183105469,-28.591999053955078,77.15799713134766,83.0,80.69070434570312
2011-01-01 21:00:00,0.3449999988079071,239.1699981689453,50.33000183105469,-28.479000091552734,77.43900299072266,82.0,80.69070434570312
2011-01-01 22:00:00,0.3449999988079071,239.64999389648438,50.33000183105469,-28.481000900268555,77.59600067138672,83.0,80.69070434570312
2011-01-01 23:00:00,0.3440000116825104,240.0,50.34000015258789,-28.68600082397461,77.30999755859375,83.0,80.69070434570312
2011-01-02 00:00:00,0.34599998593330383,240.02999877929688,50.31999969482422,-28.81100082397461,77.78099822998047,82.0,80.69070434570312
2011-01-02 01:00:00,0.32499998807907104,239.8800048828125,50.33000183105469,-30.007999420166016,72.00599670410156,83.0,78.36614990234375
2011-01-02 02:00:00,0.26100000739097595,239.7899932861328,50.33000183105469,-27.729000091552734,56.12300109863281,78.0,67.25
2011-01-02 03:00:00,0.25999999046325684,239.8000030517578,50.31999969482422,-27.53700065612793,55.8650016784668,63.0,67.25
2011-01-02 04:00:00,0.2669999897480011,239.99000549316406,50.34000015258789,-28.06399917602539,57.483001708984375,62.0,67.25
2011-01-02 05:00:00,0.3109999895095825,239.80999755859375,50.31999969482422,-29.0049991607666,68.6780014038086,64.0,78.36614990234375
2011-01-02 06:00:00,0.35199999809265137,239.55999755859375,50.31999969482422,-29.374000549316406,78.9260025024414,75.0,80.69070434570312
2011-01-02 07:00:00,0.35100001096725464,239.5,50.349998474121094,-29.292999267578125,78.75399780273438,84.0,80.69070434570312
2011-01-02 08:00:00,0.35199999809265137,239.47000122070312,50.33000183105469,-29.41200065612793,78.93599700927734,84.0,80.69070434570312
2011-01-02 09:00:00,0.3499999940395355,239.75999450683594,50.33000183105469,-29.261999130249023,78.73400115966797,84.0,80.69070434570312
2011-01-02 10:00:00,0.35100001096725464,240.02999877929688,50.34000015258789,-29.475000381469727,78.85299682617188,84.0,80.69070434570312
2011-01-02 11:00:00,0.3499999940395355,239.97000122070312,50.33000183105469,-29.06100082397461,78.87200164794922,84.0,80.69070434570312
2011-01-02 12:00:00,0.3499999940395355,240.02000427246094,50.33000183105469,-29.31599998474121,78.61399841308594,84.0,80.69070434570312
2011-01-02 13:00:00,0.35100001096725464,239.9600067138672,50.349998474121094,-29.424999237060547,78.8219985961914,84.0,80.69070434570312
2011-01-02 14:00:00,0.35100001096725464,240.02999877929688,50.310001373291016,-29.51799964904785,78.85299682617188,84.0,80.69070434570312
2011-01-02 15:00:00,0.35100001096725464,239.92999267578125,50.310001373291016,-29.479999542236328,78.76100158691406,84.0,80.69070434570312
2011-01-02 16:00:00,0.28999999165534973,239.94000244140625,50.310001373291016,-28.027000427246094,63.66400146484375,84.0,78.36614990234375
2011-01-02 17:00:00,0.28999999165534973,239.9600067138672,50.33000183105469,-27.9950008392334,63.750999450683594,70.0,78.36614990234375
2011-01-02 18:00:00,0.3009999990463257,239.8699951171875,50.310001373291016,-28.264999389648438,66.52899932861328,70.0,78.36614990234375
2011-01-02 19:00:00,0.3449999988079071,239.8699951171875,50.310001373291016,-28.809999465942383,77.62699890136719,72.0,80.69070434570312
2011-01-02 20:00:00,0.34599998593330383,239.85000610351562,50.31999969482422,-28.88599967956543,77.81999969482422,83.0,80.69070434570312
2011-01-02 21:00:00,0.3330000042915344,239.82000732421875,50.33000183105469,-29.249000549316406,74.21900177001953,83.0,80.69070434570312
2011-01-02 22:00:00,0.28999999165534973,239.75999450683594,50.31999969482422,-27.98200035095215,63.619998931884766,80.0,78.36614990234375
